MemberId,company,createdAt,currency,isActive,lastTransactionAmount,lastTransactionAt,role,tier,totalAmountDonated,type,profile,twitter,github,website
123414,,2020-09-01 17:46,USD,True,-20,2022-11-22 12:21,ADMIN,0,0,USER,https://opencollective.com/rich-harris,,https://github.com/Rich-Harris,https://rich-harris.co.uk
123415,,2020-09-01 17:46,USD,True,-0.5,2024-08-25 10:31,HOST,0,1.63,ORGANIZATION,https://opencollective.com/opensource,https://twitter.com/OpenSourceColl,,https://oscollective.org/
123474,,2020-09-02 00:17,0,True,0,2024-08-27 10:39,ADMIN,0,0,USER,https://opencollective.com/tehshrike,,https://github.com/TehShrike,https://tehshrike.github.io/
123503,,2020-09-02 06:15,USD,False,25,2021-04-01 04:15,BACKER,backer,200,ORGANIZATION,https://opencollective.com/svelteschool,https://twitter.com/svelteschool,https://github.com/svelteschool,https://svelte.school
123518,,2020-09-02 07:33,USD,False,5,2023-09-01 04:08,BACKER,backer,185,USER,https://opencollective.com/joel-jonsson,,,
123943,,2020-09-03 19:48,USD,False,5,2022-03-02 11:10,BACKER,backer,95,USER,https://opencollective.com/anonymous1156,,,
123944,,2020-09-03 19:50,USD,False,10,2023-07-01 14:02,BACKER,backer,350,USER,https://opencollective.com/oskar-oldorf,https://twitter.com/divslinger,https://github.com/divslinger,
123999,felt.social,2020-09-03 23:06,USD,True,5,2024-08-01 07:02,BACKER,backer,240,USER,https://opencollective.com/ryanatkn,https://twitter.com/ryanatkn,https://github.com/ryanatkn,https://www.ryanatkn.com/
124007,,2020-09-03 23:47,USD,False,7.77,2022-05-01 22:03,BACKER,backer,297.81,USER,https://opencollective.com/mrgnw_,https://twitter.com/mrgnw,https://github.com/mrgnw,
124008,,2020-09-04 00:07,USD,True,25,2020-09-04 00:07,BACKER,0,25,USER,https://opencollective.com/alessandro-segala,,,
124197,Obra Studio,2020-09-04 19:36,USD,False,15,2021-12-01 13:11,BACKER,backer,240,USER,https://opencollective.com/wolfr,https://twitter.com/wolfr_2,https://github.com/wolfr,http://johanronsse.be/
124422,,2020-09-06 17:56,USD,True,5,2020-09-06 17:56,BACKER,0,5,USER,https://opencollective.com/ed-johnson-williams,https://twitter.com/_edjw,https://github.com/edjw,
124525,,2020-09-07 09:23,USD,False,5,2022-03-02 03:05,BACKER,backer,95,ORGANIZATION,https://opencollective.com/entriwise1,https://twitter.com/entriwise,https://github.com/Entriwise,https://www.entriwise.com
124537,,2020-09-07 10:52,USD,False,5,2021-04-01 12:18,BACKER,backer,40,USER,https://opencollective.com/juan-jimenez,,,
124964,,2020-09-08 14:18,USD,False,5,2021-09-01 03:14,BACKER,backer,65,USER,https://opencollective.com/paulo-vieira,,,
125009,,2020-09-08 17:22,USD,True,5,2024-07-29 11:30,BACKER,backer,240,USER,https://opencollective.com/noah-glaser,,,
125496,,2020-09-10 11:13,USD,False,100,2022-04-02 02:20,BACKER,sponsor,2000,USER,https://opencollective.com/mattpilott,https://twitter.com/Matt_Pilott,https://github.com/mattpilott,https://matt.pilott.me/
125568,,2020-09-10 18:07,USD,True,250,2023-10-01 04:08,BACKER,0,9500,ORGANIZATION,https://opencollective.com/dabblewriter,https://twitter.com/dabblewriter,https://github.com/jacwright,https://www.dabblewriter.com/
126054,,2020-09-12 21:57,USD,True,5,2020-09-12 21:57,BACKER,0,5,USER,https://opencollective.com/alexandre-cantin,,,
128785,,2020-09-26 10:45,USD,False,10,2021-05-01 03:11,BACKER,backer,140,USER,https://opencollective.com/leander-gilles,,,
129062,,2020-09-28 12:31,USD,True,50,2020-09-28 12:31,BACKER,0,50,ORGANIZATION,https://opencollective.com/ergon-datenprojekte-gmbh,,,http://www.ergonweb.de/
130008,,2020-10-02 09:39,USD,False,10,2021-12-01 14:03,BACKER,backer,145,USER,https://opencollective.com/jacques-delon,,,https://jacquesdelon.com/
130276,,2020-10-03 18:31,USD,False,5,2021-06-01 19:14,BACKER,backer,45,USER,https://opencollective.com/andrewchou,https://twitter.com/_andrewchou,https://github.com/achou11,https://andrew.nonetoohappy.buzz
130444,Scarlet Noir,2020-10-04 16:35,USD,True,20,2020-10-04 16:35,BACKER,0,20,USER,https://opencollective.com/brandon-mcgregor,,,
130877,,2020-10-06 08:28,USD,True,500,2024-08-01 07:02,BACKER,sponsor,23500,ORGANIZATION,https://opencollective.com/datawrapper,https://twitter.com/Datawrapper,https://github.com/datawrapper,https://www.datawrapper.de
132298,,2020-10-11 06:47,USD,True,5,2024-07-31 10:14,BACKER,backer,235,USER,https://opencollective.com/ryan-arpe,,,
133592,,2020-10-16 15:58,USD,False,10,2021-04-01 04:04,BACKER,backer,60,USER,https://opencollective.com/martijn-van-halen,,,
133896,,2020-10-18 09:58,USD,False,5,2021-05-01 18:09,BACKER,backer,35,USER,https://opencollective.com/sid-nagavarapu,,,
133971,,2020-10-18 21:07,USD,True,20,2020-10-18 21:07,BACKER,0,20,USER,https://opencollective.com/incognito-5f271e33,,,
133972,,2020-10-18 21:07,USD,True,20,2020-10-18 21:07,BACKER,0,20,USER,https://opencollective.com/brenden-ferguson,,,
133975,,2020-10-18 21:08,USD,True,5,2024-08-01 04:04,BACKER,backer,230,USER,https://opencollective.com/chris-dhanaraj,,,
133976,,2020-10-18 21:08,USD,False,100,2021-09-01 10:09,BACKER,sponsor,1100,ORGANIZATION,https://opencollective.com/dikaio,,https://github.com/dikaio,https://dikaio.com
133978,,2020-10-18 21:09,USD,False,10,2022-01-05 12:06,BACKER,backer,150,USER,https://opencollective.com/franz-sittampalam,,,
133980,,2020-10-18 21:10,USD,True,100,2021-03-31 00:52,BACKER,0,200,ORGANIZATION,https://opencollective.com/red-leaf-software,,,
133981,@smarthead,2020-10-18 21:10,USD,True,5,2022-02-01 06:10,BACKER,0,81,USER,https://opencollective.com/sarfex,https://twitter.com/sarfex,https://github.com/sarfex,
133982,@smarthead,2020-10-18 21:13,USD,False,5,2022-01-05 16:07,BACKER,backer,81,USER,https://opencollective.com/sarfex,https://twitter.com/sarfex,https://github.com/sarfex,
133983,,2020-10-18 21:14,USD,True,5,2024-08-01 05:10,BACKER,backer,225,USER,https://opencollective.com/bill-kurtson,,,
133984,,2020-10-18 21:14,USD,True,10,2024-08-01 05:03,BACKER,backer,460,USER,https://opencollective.com/cain-voong,,,
133985,,2020-10-18 21:14,USD,True,10,2024-08-01 05:03,BACKER,backer,455,USER,https://opencollective.com/rory-duncan,,,
133986,,2020-10-18 21:18,USD,True,20,2020-10-18 21:18,BACKER,0,20,USER,https://opencollective.com/peter-thompson,,,
133988,,2020-10-18 21:21,USD,False,5,2021-10-01 04:18,BACKER,backer,60,USER,https://opencollective.com/bobby-cusicanqui,,,
133992,,2020-10-18 21:22,USD,True,5,2024-08-01 03:04,BACKER,backer,230,USER,https://opencollective.com/conor-woods,,,
133993,,2020-10-18 21:23,USD,False,5,2021-01-04 16:06,BACKER,backer,15,USER,https://opencollective.com/incognito-ac2bd2fc,,,
133995,@bandit,2020-10-18 21:58,USD,False,5,2021-10-01 09:18,BACKER,backer,60,USER,https://opencollective.com/james-nisbet,https://twitter.com/bandit,https://github.com/bandit,https://jamesn.net
134000,,2020-10-18 23:33,USD,True,5,2024-08-01 00:09,BACKER,backer,230,USER,https://opencollective.com/adamlbarrett,https://twitter.com/adamlbarrett,https://github.com/bigab,https://twitter.com/adamlbarrett
