MemberId,company,createdAt,currency,isActive,lastTransactionAmount,lastTransactionAt,role,tier,totalAmountDonated,type,profile,twitter,github,website
31612,,2019-02-01 00:00,USD,True,-21.6,2024-08-08 15:50,ADMIN,0,0,USER,https://opencollective.com/nzakas,https://twitter.com/slicknet,https://github.com/nzakas,https://humanwhocodes.com/
31613,,2019-02-01 00:00,USD,True,0.5,2024-08-26 20:58,HOST,0,109.37,ORGANIZATION,https://opencollective.com/opensource,https://twitter.com/OpenSourceColl,,https://oscollective.org/
32055,@herodevs,2019-02-07 00:19,USD,True,5,2024-08-01 01:03,BACKER,Backer,335,USER,https://opencollective.com/ljharb,https://twitter.com/ljharb,https://github.com/ljharb,https://twitter.com/LJHarb
32139,,2019-02-07 19:31,USD,False,1000,2020-02-01 05:28,BACKER,Gold Sponsor,13000,FUND,https://opencollective.com/fbopensource,https://twitter.com/MetaOpenSource,https://github.com/facebook,https://opensource.facebook.com/
32149,,2019-02-07 20:46,USD,True,2000,2024-08-01 03:02,BACKER,Platinum Sponsor,69610,FUND,https://opencollective.com/airbnb,https://twitter.com/airbnbeng,https://github.com/airbnb,https://www.airbnb.com/
32482,@opencollective @captainfact_io,2019-02-11 08:10,USD,True,10,2024-08-01 00:04,BACKER,0,668,USER,https://opencollective.com/betree,https://twitter.com/Betree83,https://github.com/Betree,https://benjamin.piouffle.com/
32483,,2019-02-11 08:10,0,True,0,2024-08-27 10:44,BACKER,0,767,ORGANIZATION,https://opencollective.com/opencollective,https://twitter.com/opencollect,,https://opencollective.com/
32572,,2019-02-12 00:30,USD,True,262.77,2024-01-16 19:44,BACKER,0,2462.77,ORGANIZATION,https://opencollective.com/frontendmasters,https://twitter.com/FrontendMasters,https://github.com/frontendmasters,https://FrontendMasters.com
32616,,2019-02-12 18:15,USD,False,5,2022-11-01 09:20,BACKER,Backer,230,USER,https://opencollective.com/joseph-percy,,,
32625,,2019-02-12 20:13,USD,True,5,2024-08-01 03:02,BACKER,Backer,335,USER,https://opencollective.com/alexeyraspopov,https://twitter.com/alexeyraspopov,https://github.com/alexeyraspopov,https://alexeyraspopov.com/
32629,,2019-02-12 20:42,USD,False,5,2019-04-01 05:30,BACKER,Backer,15,USER,https://opencollective.com/clinton-bloodworth,,,
32641,,2019-02-12 22:10,USD,False,5,2023-04-01 02:08,BACKER,Backer,255,ORGANIZATION,https://opencollective.com/nubz,https://twitter.com/nubz,https://github.com/nubz,https://nubz.com
32643,,2019-02-12 22:42,USD,False,5,2019-04-01 05:30,BACKER,Backer,15,USER,https://opencollective.com/eatyrghost,https://twitter.com/eatyrghost,https://github.com/eatyrghost,https://twitter.com/eatyrghost
32644,,2019-02-12 23:31,USD,False,5,2019-05-01 05:28,BACKER,Backer,20,USER,https://opencollective.com/kevinrambaud,https://twitter.com/kevinrambaud,,https://kevinrambaud.com
32647,,2019-02-13 01:54,USD,True,25,2024-08-01 01:03,BACKER,Backer,1675,ORGANIZATION,https://opencollective.com/neovationcorp,https://twitter.com/neovationcorp,,https://www.neovation.com
32652,,2019-02-13 03:21,USD,False,2,2019-11-01 15:32,BACKER,Backer,32,ORGANIZATION,https://opencollective.com/qnyp,https://twitter.com/qnyp,https://github.com/qnyp,https://qnyp.com
32659,Mindera,2019-02-13 07:11,USD,False,5,2019-05-01 05:28,BACKER,Backer,20,USER,https://opencollective.com/pawelgrzybek,https://twitter.com/pawelgrzybek,https://github.com/pawelgrzybek,https://pawelgrzybek.com/
32675,,2019-02-13 09:33,USD,True,50,2019-02-13 09:33,BACKER,0,50,USER,https://opencollective.com/daniel-meyer,,,
32700,,2019-02-13 16:07,USD,False,200,2019-08-01 05:21,BACKER,Bronze Sponsor,1400,ORGANIZATION,https://opencollective.com/faithlife,https://twitter.com/faithlife,https://github.com/faithlife,https://faithlife.com/ref/about
32790,,2019-02-14 10:26,USD,True,75,2019-02-14 10:26,BACKER,0,75,USER,https://opencollective.com/stcherenkov,,,
32848,,2019-02-14 22:27,USD,False,7500,2021-06-21 16:46,BACKER,Silver Sponsor,20000,FUND,https://opencollective.com/amp,https://twitter.com/amphtml,,https://www.ampproject.org/
32851,,2019-02-14 23:23,USD,False,5,2023-02-01 01:05,BACKER,Backer,245,USER,https://opencollective.com/klamping,https://twitter.com/klamping,https://github.com/klamping,https://klamp.in
32896,,2019-02-15 19:08,USD,True,50,2019-02-15 19:08,BACKER,0,50,USER,https://opencollective.com/scott-koenig,,,
32897,,2019-02-15 19:08,0,True,0,2024-08-27 10:44,BACKER,0,2702,ORGANIZATION,https://opencollective.com/triplebyte,https://twitter.com/triple_byte,,https://triplebyte.com/os/opencollective
32920,@CodeSandbox,2019-02-16 06:34,USD,False,5,2019-12-01 05:12,BACKER,Backer,55,USER,https://opencollective.com/matchai,https://twitter.com/matchai,https://github.com/matchai,https://matchai.me
32983,,2019-02-17 15:47,USD,True,5,2024-08-01 01:03,BACKER,Backer,335,USER,https://opencollective.com/novascreen,,,
32999,,2019-02-17 19:23,USD,False,6,2019-06-01 05:19,BACKER,Backer,30,USER,https://opencollective.com/marapper,,,
33031,,2019-02-18 07:05,USD,True,50,2019-02-18 07:05,BACKER,0,50,USER,https://opencollective.com/budnix,,,https://budnix.pl
33068,,2019-02-18 13:39,USD,False,10,2019-10-04 05:02,BACKER,Backer,90,ORGANIZATION,https://opencollective.com/underdogz,,,
33092,@triplemint,2019-02-18 19:34,USD,False,5,2019-11-01 15:51,BACKER,Backer,50,USER,https://opencollective.com/jarrodldavis,https://twitter.com/ahylianhuman,https://github.com/jarrodldavis,https://jarrodldavis.com/
33111,,2019-02-19 03:45,USD,True,5,2024-08-01 05:00,BACKER,Backer,335,USER,https://opencollective.com/gavinmogan,https://twitter.com/halkeye,https://github.com/halkeye,https://www.gavinmogan.com
33129,,2019-02-19 10:51,USD,True,5,2024-08-01 02:01,BACKER,Backer,335,USER,https://opencollective.com/pc035860,,https://github.com/pc035860,https://pymaster.tw
33142,,2019-02-19 14:22,USD,False,5,2024-01-01 00:10,BACKER,Backer,300,USER,https://opencollective.com/medikoo,https://twitter.com/medikoo,https://github.com/medikoo,https://medikoo.com
33169,@slicelife,2019-02-19 21:26,USD,False,5,2022-05-01 07:07,BACKER,Backer,200,USER,https://opencollective.com/simon-korzun,,https://github.com/korzun,https://korzun.com
33172,,2019-02-19 22:15,USD,True,10,2019-02-19 22:15,BACKER,0,10,USER,https://opencollective.com/michael-neth,,,
33183,,2019-02-19 23:51,USD,True,5,2024-08-01 00:04,BACKER,Backer,335,USER,https://opencollective.com/cantremember,https://twitter.com/cantremember,,https://cantremember.com
33184,,2019-02-20 00:11,USD,True,2,2019-02-20 00:11,BACKER,0,2,USER,https://opencollective.com/ramniksinghsodhi,,,
33193,,2019-02-20 05:29,USD,True,5,2019-02-20 05:29,BACKER,0,5,USER,https://opencollective.com/deepak-jayaram,,,
33224,,2019-02-20 16:19,USD,False,5,2022-02-01 03:07,BACKER,Backer,185,ORGANIZATION,https://opencollective.com/maisonetteworld,https://twitter.com/MaisonetteWorld,https://github.com/MaisonetteWorld,https://www.maisonette.com
33280,@chrome,2019-02-21 07:14,USD,True,500,2019-02-21 07:14,BACKER,0,500,USER,https://opencollective.com/addyosmani,https://twitter.com/addyosmani,https://github.com/addyosmani,https://www.addyosmani.com
33363,,2019-02-21 22:54,USD,True,5,2023-10-01 03:06,BACKER,0,230,USER,https://opencollective.com/blacksheepcode,https://twitter.com/blacksheepcode,https://github.com/dwjohnston,https://blacksheepcode.com
33432,,2019-02-22 10:21,USD,False,5,2021-09-01 17:11,BACKER,Backer,160,USER,https://opencollective.com/martin-kluska,https://twitter.com/pionl,https://github.com/pionl,https://kluska.cz
33812,,2019-02-27 05:02,USD,False,150,2019-12-19 01:16,BACKER,Backer,160,USER,https://opencollective.com/brie-bunge,,,
33813,,2019-02-27 05:02,USD,True,2000,2024-07-01 00:05,BACKER,Backer,69610,FUND,https://opencollective.com/airbnb,https://twitter.com/airbnbeng,https://github.com/airbnb,https://www.airbnb.com/
33860,,2019-02-27 16:37,USD,True,5,2024-08-01 01:03,BACKER,Backer,335,ORGANIZATION,https://opencollective.com/third_iron,https://twitter.com/third_iron,https://github.com/thirdiron,https://thirdiron.com
33862,,2019-02-27 16:43,USD,False,1000,2020-04-02 05:04,BACKER,Gold Sponsor,15000,ORGANIZATION,https://opencollective.com/magiclab,https://twitter.com/MagicLabHQ,https://github.com/badoo,https://magiclab.co/?utm_source=eslint
34237,,2019-03-04 18:33,USD,False,5,2020-02-03 05:11,BACKER,Backer,60,USER,https://opencollective.com/andrewrota,https://twitter.com/AndrewRota,,https://twitter.com/andrewrota
34260,,2019-03-05 00:02,USD,False,3,2022-06-01 01:16,BACKER,Backer,130,USER,https://opencollective.com/womcauliff,https://twitter.com/womcauliff,,
34412,,2019-03-06 04:40,USD,False,200,2020-03-03 05:19,BACKER,Bronze Sponsor,2600,ORGANIZATION,https://opencollective.com/jsheroes1,https://twitter.com/jsheroes,,https://jsheroes.io/
34707,,2019-03-08 14:57,USD,False,5,2022-04-01 05:02,BACKER,Backer,190,USER,https://opencollective.com/aj-klein,https://twitter.com/jumbleofideas,https://github.com/silenceisgolden,https://twitter.com/jumbleofideas
34761,,2019-03-08 22:27,USD,False,5,2019-05-01 05:35,BACKER,Backer,15,USER,https://opencollective.com/mikko-piuhola,,,
35427,pushred,2019-03-17 05:15,USD,True,5,2024-08-01 02:01,BACKER,Backer,330,USER,https://opencollective.com/pushred,https://twitter.com/pushred,https://github.com/pushred,https://pushred.co
