MemberId,company,createdAt,currency,isActive,lastTransactionAmount,lastTransactionAt,role,tier,totalAmountDonated,type,profile,twitter,github,website
3843,@babel,2017-04-01 14:02,USD,True,-6000,2022-01-13 03:03,ADMIN,0,0,USER,https://opencollective.com/left_pad,https://twitter.com/left_pad,https://github.com/hzoo,https://www.henryzoo.com
3844,,2017-04-01 14:02,USD,True,-0.5,2024-08-23 10:03,HOST,0,1355.15,ORGANIZATION,https://opencollective.com/opensource,https://twitter.com/OpenSourceColl,,https://oscollective.org/
3845,@babel,2017-04-01 14:02,USD,True,-43607.71,2019-07-26 06:39,MEMBER,0,10,USER,https://opencollective.com/danez,https://twitter.com/TschinderDaniel,https://github.com/danez,https://danieltschinder.com
3846,,2017-04-01 14:02,USD,True,-15000,2018-11-24 03:17,MEMBER,0,0,USER,https://opencollective.com/loganfsmyth,https://twitter.com/loganfsmyth,,https://logansmyth.com
3847,,2017-04-01 14:02,USD,True,-2000,2021-02-26 00:25,ADMIN,0,0,USER,https://opencollective.com/existentialism,https://twitter.com/existentialism,https://github.com/existentialism,https://brian.ng
3848,,2017-04-01 14:02,0,True,0,2024-08-27 08:20,MEMBER,0,0,USER,https://opencollective.com/xtuc,,,https://www.xtuc.fr
3849,,2017-04-01 16:52,USD,False,25,2018-02-01 17:52,BACKER,Backers,275,USER,https://opencollective.com/mstijak,https://twitter.com/mstijak,,https://cxjs.io/
3850,,2017-04-01 17:30,USD,False,5,2017-08-01 19:02,BACKER,Backers,25,USER,https://opencollective.com/kwachyami,https://twitter.com/jonaquach,,
3852,,2017-04-01 17:42,USD,False,10,2017-06-01 18:43,BACKER,Backers,30,USER,https://opencollective.com/dima,,,
3854,,2017-04-01 18:10,USD,True,10,2017-04-01 18:10,BACKER,0,10,USER,https://opencollective.com/barrosmarcel92,,,
3855,,2017-04-01 18:30,USD,True,50,2017-04-01 18:30,BACKER,0,50,USER,https://opencollective.com/vmasto,,,
3856,,2017-04-01 18:35,USD,False,2,2017-09-01 19:38,BACKER,Backers,12,USER,https://opencollective.com/silvenon,https://twitter.com/silvenon,https://github.com/silvenon,https://silvenon.com
3857,,2017-04-01 18:39,USD,False,5,2019-02-02 05:03,BACKER,Backers,115,ORGANIZATION,https://opencollective.com/icons8,https://twitter.com/icons_8,https://github.com/icons8,https://icons8.com/
3858,,2017-04-01 18:44,USD,False,10,2020-05-02 10:42,BACKER,Backers,380,USER,https://opencollective.com/taveras,https://twitter.com/danieljtaveras,,https://www.danieltaveras.com
3866,,2017-04-01 19:55,USD,False,10,2017-08-01 20:57,BACKER,Backers,50,USER,https://opencollective.com/kurtiskemple,,,https://twitter.com/kurtiskemple
3867,,2017-04-01 19:56,USD,False,5,2017-12-01 21:00,BACKER,Backers,45,USER,https://opencollective.com/meriadecpillet,,,
3870,,2017-04-01 21:01,USD,False,2,2019-01-02 05:02,BACKER,Backers,73,USER,https://opencollective.com/josediazseng,,,
3872,,2017-04-01 23:17,USD,False,5,2017-04-01 23:17,BACKER,Backers,5,USER,https://opencollective.com/charliebriggs,https://twitter.com/charlie_briggs,,https://twitter.com/charlie_briggs
3873,,2017-04-01 23:38,USD,False,5,2017-11-02 00:42,BACKER,Backers,40,USER,https://opencollective.com/aleonard90,,,https://ALeonard90.github.io
3883,,2017-04-02 00:35,USD,False,2,2018-04-02 17:33,BACKER,Backers,26,USER,https://opencollective.com/chuckinthestar,https://twitter.com/chuck0523,,https://twitter.com/chuck0523
3884,,2017-04-02 00:39,USD,False,2,2017-10-01 02:29,BACKER,Backers,14,USER,https://opencollective.com/oieduardorabelo,https://twitter.com/oieduardorabelo,,https://www.eduardorabelo.me
3885,,2017-04-02 00:48,USD,False,5,2017-05-01 03:30,BACKER,Backers,10,USER,https://opencollective.com/taise515,,,
3887,,2017-04-02 01:25,USD,True,100,2017-04-02 01:25,BACKER,0,100,USER,https://opencollective.com/zacanger,https://twitter.com/zacanger,https://github.com/zacanger,https://zacanger.com
3888,,2017-04-02 01:49,USD,False,5,2017-08-01 04:39,BACKER,Backers,25,USER,https://opencollective.com/cachilders,,,https://caseychilders.com
3889,,2017-04-02 01:52,USD,False,5,2018-11-01 05:13,BACKER,Backers,100,USER,https://opencollective.com/aarontrostle,https://twitter.com/aarontrostle,,https://aarontrostle.com
3890,,2017-04-02 02:05,USD,False,2,2017-06-01 03:50,BACKER,Backers,6,USER,https://opencollective.com/shanemcgraw17,,,
3893,,2017-04-02 04:05,USD,False,2,2021-05-01 11:07,BACKER,Backers,98,USER,https://opencollective.com/hawkrives,https://twitter.com/hawkrives,https://github.com/hawkrive,https://twitter.com/hawkrives
3894,,2017-04-02 05:27,USD,True,5,2024-08-01 02:01,BACKER,Backers,441,USER,https://opencollective.com/parkerbond,,,
3896,,2017-04-02 06:37,USD,False,10,2018-08-02 05:03,BACKER,Backers,195,USER,https://opencollective.com/wesruv,,,
3897,,2017-04-02 07:10,USD,False,10,2020-01-02 05:16,BACKER,Backers,260,USER,https://opencollective.com/simonkjellberg,https://twitter.com/simonkberg,https://github.com/imonkberg,https://simon.dev
3898,,2017-04-02 07:33,USD,False,5,2019-06-01 05:02,BACKER,Backers,89,USER,https://opencollective.com/pterolex,https://twitter.com/Pterolex,https://github.com/pterolex,https://twitter.com/Pterolex
3899,,2017-04-02 08:39,USD,True,5,2017-04-02 08:39,BACKER,0,5,USER,https://opencollective.com/messutiedd,https://twitter.com/MessutiEdd,,https://twitter.com/MessutiEdd
3900,,2017-04-02 08:40,USD,False,10,2017-06-01 09:40,BACKER,Backers,30,USER,https://opencollective.com/zemgalis,https://twitter.com/zemgalis,,https://zemgalis.com
3902,,2017-04-02 08:50,USD,True,10,2017-04-02 08:50,BACKER,0,10,USER,https://opencollective.com/robertschoenthal,,,
3909,,2017-04-02 11:09,USD,False,5,2017-06-01 12:10,BACKER,Backers,15,USER,https://opencollective.com/edesbalazs,,,https://bali182.github.io
3910,,2017-04-02 12:00,USD,True,10,2017-04-02 12:00,BACKER,0,10,USER,https://opencollective.com/jeromemacias,,,
3911,,2017-04-02 12:26,USD,False,10,2017-08-01 13:29,BACKER,Backers,50,USER,https://opencollective.com/vernondegoede,https://twitter.com/vernon_dg,,https://mollie.com
3912,,2017-04-02 14:13,USD,False,2,2018-01-09 15:15,BACKER,Backers,20,USER,https://opencollective.com/mukeshsoni,https://twitter.com/mukeshsoni,https://github.com/mukehsoni,https://github.com/mukeshsoni
3913,,2017-04-02 14:57,USD,False,2,2017-07-01 15:59,BACKER,Backers,8,USER,https://opencollective.com/redechi,https://twitter.com/redechi,,
3914,,2017-04-02 16:03,USD,True,2,2024-08-01 00:01,BACKER,Backers,178,USER,https://opencollective.com/fdaciuk,https://twitter.com/fdaciuk,https://github.com/fdaciuk,https://queroser.ninja
3916,,2017-04-02 16:41,USD,True,25,2017-04-02 16:41,BACKER,0,25,USER,https://opencollective.com/zeekooster,https://twitter.com/leoorsnes,,https://twitter.com/leoorsnes
